id,name,country,country_codes,iso,severity,population,latitude,longitude,description,french_name,spanish_name
1600,Khowar,Pakistan,PAK,khw,Vulnerable,222800,35.8667,71.7956,"Chitral of NWFP; Shandur Pass to Fupis in Ghizr Valley, Yasin and Ishkhoman valleys in Gilgit Agency of Northern Areas of Pakistan.",khowar,jovaro
2481,Maiya,Pakistan,PAK,mvy,Vulnerable,220000,35.3151,72.9080,Indus Kohistani district,maiya,khili
373,Komi,Russian Federation,RUS,kpv,Definitely endangered,217316,62.3087,51.5917,"the Komi Republic and parts of Nenets Autonomous District, Arkhangel’sk Province, Yamal Nenets Autonomous District, Murmansk Province and other regions",komi,komi
365,Alpine Provençal,"France, Italy","FRA, ITA",oci,Definitely endangered,200000,44.7467,6.6796,"the upper valleys of Piedmont (Val Mairo, Val Varacho, Val d’Esturo, Entraigas, Limoun, Vinai, Pignerol, Sestriero), Italy; the departments of Ardèche (except the north and the western border areas), Drôme (except the north), Hautes-Alpes, the northern parts of Alpes de Haute-Provence, and the southernmost parts of Isère, France; severely endangered in France; the original joint ISO code [prv] for Alpine Provençal and Provençal has been retired on false grounds",provençal alpin,provenzal alpino
355,Gallo,France,FRA,fra,Severely endangered,200000,47.9310,-2.0544,"Ille-et-Vilaine, Loire-Atlantique, dans les deux tiers est des Côtes d'Armor et dans le tiers Est du Morbihan.",gallo,gallo
1384,Gera,Nigeria,NGA,gew,Vulnerable,200000,10.5553,10.0579,,gera,gera
1570,Irula,India,IND,iru,Vulnerable,200000,11.4369,76.5032,"Tamil Nadu, Kerala, Karnataka and Andhra Pradesh",irula,irula
1204,Kharia,India,IND,khr,Vulnerable,200000,21.8003,85.4956,"Jharkhand, Ranchi, West Singhbhum, and East Singhbhum districts; Chhattisgarh, Raigarh, Jashpur, Durg, Bilaspur and Raipur districts; Orissa, Sundargarh, Sambalpur and Mayurbhanj districts",kharia,jariá
847,Khorasani Turk,Iran (Islamic Republic of),IRN,kmz,Vulnerable,200000,36.6596,57.8540,"Northeast Iran, in the northern part of Khorasan Province, especially northwest of Mashhad.",turc du Khorassan,turco jorasaní
1210,Korku,India,IND,kfq,Vulnerable,200000,20.3034,80.2441,"Madhya Pradesh, Betul, Hoshangabad and East Nimar (Khandwa) Districts; Maharashtra, Amravati, Buldana and Akola districts.",korku,koraku
328,Moksha,Russian Federation,RUS,mdf,Definitely endangered,200000,54.1817,43.2751,the western parts of the Republic of Mordovia and the adjacent parts of Ryazan’ and Penza provinces; also pockets in Tatarstan and Orenburg Province,mokcha,mordovo moksha
7,Western Armenian (Middle East),"Iraq, Lebanon, Syrian Arab Republic","IRQ, LBN, SYR",hye,Definitely endangered,200000,33.8840,35.5133,"Primarily in the areas of Beirut, Lebanon and Aleppo, Syria; also in Cairo, Egypt and in Iraq and Turkey.  A large number of speakers are in diaspora, especially in the USA, but also in Canada, Europe, and South America.",arménien occidental (Moyen-Orient),armenio occidental (Oriente Medio)
2225,Western Cham,Cambodia,KHM,cja,Vulnerable,200000,12.0333,105.4333,,cham de l'ouest,chamo occidental
1258,Tshangla,"Bhutan, China, India","BTN, CHN, IND",tsj,Vulnerable,193000,27.1275,91.9335,"Eastern Bhutan, in Trashigang, Pêmagatshä, Samdru Jongkhar and Monggar districts. India, Arunachal Pradesh,Tawang and West Kameng districts.
Southeastern Tibet, Motuo (Medoz, Medog) and Linzhi (Ngingchi) counties.",tshangla,changla
1161,Thado,India,IND,tcz,Vulnerable,191000,24.4521,93.2354,"Manipur, Chandel Dt; Nagaland, Kohima District.  Also spoken in Burma, Possibly some speakers also in Mizoram.",thado,chin tado
389,Gagauz (Bessarabia),"Republic of Moldova, Ukraine","MDA, UKR","bgx, gag",Definitely endangered,180000,46.0922,28.7951,"since eighteenth- and nineteenth-century immigration, Gagauz has been spoken in the Bujak region, which covers the towns and surrounding areas of Comrat, Ceadîr-Lunga, Basarabeasca, Taraclia and Vulcăneşti in the south of the Republic of Moldova and the adjacent Izmail region of Odessa (Odesa) Province in the Ukraine",gagaouze (Bessarabia),gagauso (Besarabia)
1557,Kului,India,IND,kfx,Definitely endangered,170770,31.4403,77.1487,"Himachal Pradesh, Kulli district",kului,paharí de Kullu
981,Adi,"China, India","CHN, IND",adi,Vulnerable,170000,28.3527,95.2294,East Siang District; Upper Siang District,adi,adi
1132,Lhota,India,IND,njh,Vulnerable,170000,26.1603,94.3725,"Nagaland, Wokha Dt.",lhota,lota
977,Nyishi,India,IND,dap,Vulnerable,170000,27.5277,93.0981,"Arunachal Pradesh, Papum Pare, Lower Subansiri, Kurung Kumey and Upper Subansiri districts.",nyishi,nisi
1898,Ngäbere (Panama),Panama,PAN,gym,Vulnerable,169130,9.3395,-82.2428,"Bocas del Toro, Veraguas, Chiriquí provinces in western Panama",ngäbere (Panama),guaymí (Panamá)
1582,Kodagu,India,IND,kfa,Definitely endangered,166187,11.6952,75.9375,Karnataka,kodagu,codagú
340,Corsican,"France, Italy","FRA, ITA",cos,Definitely endangered,160000,42.0819,9.0307,Corsica (Corse); also spoken on Maddalena Island off the northeast coast of Sardinia and in many émigré communities,corse,corso
1253,Dzongkha,Bhutan,BTN,dzo,Vulnerable,160000,27.4400,89.6731,"Western Bhutan, in Hâ, Chukha, D'agana, 'Wardi Phodr'a, Paro, Thimphu, Pünakha and Gâsa districts",dzongkha,butanés
368,Kalmyk,Russian Federation,RUS,xal,Definitely endangered,153602,46.2026,45.8239,"the Kalmyk Republic and the adjacent part of Astrakhan, Rostov, and Volgograd provinces and Stavropol’ Region",kalmouk,kalmiko
1071,Lak,Russian Federation,RUS,lbe,Vulnerable,153373,42.0125,47.2521,parts of the Republic of Daghestan,lak,laco
332,Asturian-Leonese,"Spain, Portugal","ESP, PRT","ast, ext, mwl",Definitely endangered,150000,42.7954,-5.6689,"Asturias and northwestern Castile and León, Cantabria and Extremadura, Spain; and the municipalities of Miranda do Douro and Vimioso in north-eastern Portugal",asturien-léonais,astur-leonés
376,Latgalian,"Latvia, Russian Federation","LVA, RUS",lav,Vulnerable,150000,56.1822,27.1362,eastern Latvia and cross-border areas in the Russian Federation; a regional language not recognized by the SIL,latgalien,letón
404,Provençal,France,FRA,oci,Severely endangered,150000,43.5485,6.1083,"the departments of Alpes-Maritimes (except the eastern corner), Bouches-du-Rhône, Var, and Vaucluse, the southern parts of Alpes de Haute-Provence, and the eastern parts of Gard; the original joint ISO code [prv] for Alpine Provençal and Provençal has been retired on false grounds",provençal,provenzal
1174,Rabha,India,IND,rah,Vulnerable,150000,25.9284,90.9777,"Assam, Goalpara, Kamrup and Darrang districts",rabha,rabha
1996,Tamzabit,Algeria,DZA,mzb,Vulnerable,150000,32.4816,3.6694,"The M'zab Valley. Seven oases: Ghardaïa,  Beni-Isguen, El-Ateuf, Mélika, Bou Noura, Berrian, Guerrara.",tamzabit,tumzabí
1128,Sherpa,"China, India, Nepal","CHN, IND, NPL",xsr,Vulnerable,143693,27.7390,86.8390,Solukhumbu district and around Mt Everest,sherpa,sherpa
1154,Tangkhul,India,IND,nmf,Vulnerable,142000,25.0358,94.4824,"Manipur, Ukhrul Dt.;; Nagaland, Phek Dt. Also spoken in Burma",tangkhul,tangkhul
1826,Q'aanjob'al,Guatemala,GTM,,Vulnerable,139830,15.6019,-91.4441,"Soloma, San Juan Ixcoy, Santa Eulalia, Barilla",q’aanjob'al,canjobalés
1569,Badaga,India,IND,bfq,Definitely endangered,134514,11.3642,76.5266,"Tamil Nadu, Nilgiri and Konda Hills",badaga,badaga
1140,Angami,India,IND,njm,Vulnerable,132000,25.7553,94.1308,between Dimapur (Assam) and Kohima (Nagaland),angami,angami
1056,Laz,"Georgia, Turkey","GEO, TUR",lzz,Definitely endangered,130000,41.2736,41.2646,"the towns of Pazar (Atina), Ardeşen, Çamlıhemşin and Fındıklı in Rize Province and Arhavi (Arkabi/Arxave), Hopa (Xopa), Borçka and Sarp (Sarpi) in Artvin Province in Turkey; Sarpi is partly in the Republic of Ajaria on the Georgian side; there are also Laz villages, founded by refugees of the 1877–78 war, in the western parts of Turkey mainly in Sakarya, Kocaeli and Bolu provinces",laze,laz
1073,Tabasaran,Russian Federation,RUS,tab,Vulnerable,128391,41.8081,47.9882,parts of the Republic of Daghestan,tabassaran,tabasarano
1553,Chambeali,India,IND,cdh,Definitely endangered,126589,32.9072,76.5307,Himachal Pradesh,chambeali,chameali
741,Ashaninka (Peru),Peru,PER,"cjo, cni, cpb, cpc, cpu, cpy, prq",Vulnerable,62468,-10.6929,-74.3444,"Deptos.  de  Junín,  Ucayali, Loreto, Pasco y Cusco.",ashaninka (Pérou),asháninca
1076,Abkhaz,"Georgia, Russian Federation, Turkey","GEO, RUS, TUR",abk,Vulnerable,125000,43.1330,40.8471,"Abkhazia; diaspora communities in Turkey, the Russian Federation, Georgia, the Middle East and Western Europe; includes the Ashkharawa dialect officially subsumed under Abaza in the Russian Federation",abkhaze,abjaso
1129,Phom,India,IND,nph,Vulnerable,123000,26.7799,94.9493,"Nagaland, Tuensang Dt.",phom,phom
1588,Kolami,India,IND,kfb,Definitely endangered,121855,20.5093,78.1787,"Maharashtra (Yavatmal, Wardha, and Nanded), Andhra Pradesh and Madhya Pradesh",kolami,colami
784,Navajo,United States of America,USA,nav,Vulnerable,120000,35.8044,-108.4750,"the Navajo Nation is located in the region of northern Arizona, northwestern New Mexico, southwestern Colorado and southeastern Utah",navajo,navajo
408,Sassarese,Italy,ITA,sdc,Definitely endangered,120000,40.6139,8.6132,northwestern Sardinia; an outlying dialect of Corsican,sassarien,sasarés
655,Tamahaq (Algeria),Algeria,DZA,thv,Vulnerable,120000,22.8369,5.5371,South west Algeria especially in around the regional centres of Tamanrasset (Kel Ahaggar) and Djanet (Kel Ajjer).,tamahaq (Algérie),tamahaq (Argelia)
1590,Konda,India,IND,kfc,Definitely endangered,118597,18.2763,82.9385,Maharashtra (Chandrapur and Nanded) and Andhra Pradesh (Adilabad),konda,conda-dora
916,Sierra Totonac,Mexico,MEX,tos,Severely endangered,118367,20.2461,-97.6586,"Ahuacatlán, Amixtlán, Atlequizayán, Camocuautla, Caxhaucan, Coatepec, Hermenegildo Galeana, Huehuetla, Hueytlalpan, Ixtepec, Jopala, Olintla, San Felipe Tepatlán, Tepango de Rodríguez, Tuzamapan de Galeana, Zapotitlán de Méndez, Zongozotla (state of Puebla);  Coahuitlán, Coxquihui, Coyutla, Chumatlán, Mecatlán, Zozocolco de Hidalgo (state of Veracruz)",totonaque de la Sierra,totonacano de Sierra
1564,Jaunsari,India,IND,jns,Definitely endangered,114733,30.4859,78.0908,Himachal Pradesh,jaunsari,jaunsari
1167,Dimasa,India,IND,dis,Vulnerable,112000,24.7368,92.9003,Karbi Anglong and North Cachar Hills districts,dimasa,dimasa
1179,Ladakhi,"China, India","CHN, IND","cna, lbj, tkk",Vulnerable,105000,34.0617,77.5909,"Jammu and Kashmir, Ladakh District",ladakhi,ladakhi
1429,Salar,China,CHN,slr,Vulnerable,104503,36.2752,102.4584,"Xunhua Salar Autonomous County and Hualong Hui Autonomous County of Qinghai Province, and Dongxiang Salar Jishishan Autonomous County of Linxia Hui Autonomous District of Gansu Province; an old émigré community in the Ili Kazakh Autonomous Prefecture of Sinkiang (Xinjiang)",salar,salar
1136,Simi,India,IND,nsm,Vulnerable,104000,25.9777,94.5922,"Nagaland, Zunheboto, Kohima, Mokokchung and Tuensang districts",simi,simí
904,Phurhepecha,Mexico,MEX,tsz,Vulnerable,102988,19.3111,-102.0410,,purepecha,purépecha
342,Crimean Tatar (Crimea),Ukraine,UKR,"crh, jct",Severely endangered,100000,45.3212,34.3212,"originally spoken in the central parts of the Crimea, but most speakers were deported to Central Asia after the Second World War; many have now returned; includes Krimchak (Judeo-Crimean Tatar)",tatar de Crimée (Crimée),tártaro crimeano (Crimea)
451,Dagur (Nonni),China,CHN,dta,Definitely endangered,100000,47.9163,124.1235,Morin Dawa Daur Autonomous Banner in Hulun Buir League and the Nenjiang and Qiqihar regions in Inner Mongolia,dagour (Nonni),daguro (Nonni)
366,Francoprovençal,"France, Italy, Switzerland","FRA, ITA, CHE",frp,Definitely endangered,100000,45.7828,6.9982,"Savoy (Savoie and Haute-Savoie), Ain (mainly in the region of Bresse), Rhône, Loire, the northern and central parts of Isère, and the southern parts of the departments of Jura and Doubs, France; formely also the northernmost parts of Ardèche and Drôme; the Aosta Valley and the Alpine valleys to the north and east of Val di Susa in Piedmont, Italy; mountain villages of Valais and Fribourg, perhaps also Vaud, Switzerland; formerly all of Suisse romande except the Canton of Jura; now most actively used in the village of Evolène in Valais; severely endangered in France and Switzerland, perhaps also in Italy",francoprovençal,francoprovenzal
356,Gallurese,Italy,ITA,sdn,Definitely endangered,100000,40.8802,9.4482,northeastern Sardinia; an outlying dialect of Corsican,gallurien,sardo galurés
1754,Mapuche (Argentina),Argentina,ARG,arn,Severely endangered,100000,-40.0791,-71.0156,"Provinces of Neuquen, Rio Negro, Chubut, Buenos Aires, La Pampa",mapuche (Argentine),mapuche (Argentina)
1620,Mehri,"Oman, Yemen","OMN, YEM",gdq,Definitely endangered,100000,16.5993,52.8057,"The language is spoken by the Mahra tribes in the south-eastern province of Mahra in Yemen, and in the Dhofar in Oman. It is the most prestigious and the best known language within the Modern  South Arabian group, because of the history of the region and of its rich literature (tales, poetry) On the coast, The Mehri area extends from the Omani border to the eastern bank of Wadi Masilah in Yemen: Salalah, Jadib, Damqawt, al-Ghaydha, Nishtawn, Saqr, Qishn, Itab, Sayhut) . In the North it is spoken as far as the border of the Rub‘ al-Khali (Thamud, Sanaw, Haberut and beyond). More precise Location for Dhofar is lacking
The Mahra inhabitants in the desert steppe of Yemen and in the mountains of Dhofar in Oman are semi-nomads livstock breeders. Some of them cultivate palm-trees. Those who are owners of four-wheel-drive cars trade with other countries of the Peninsula and provide supplies for numerous shops in the coastal towns and villages. On the coast the activities are sea-oriented: fishing, fish drying and freezing. Some people are employees in public services in the main coastal villages. Before 1990 many Mahra were traders or shopkeepers in Koweit,  presently many migrated and settled in Saudi Arabia. A Mehri speaking community is settled in Tanzania and comes back regularly to Mahra.",mehri,mahri
1891,Miskito (Nicaragua),Nicaragua,NIC,,Vulnerable,100000,12.4001,-83.7332,"Caribbean coast to Pearl Lagoon, communities of Kakabila and Raitipura",miskito (Nicaragua),misquito (Nicaragua)
1233,Ordos,China,CHN,"drh, khk, mvf",Definitely endangered,100000,39.1641,108.1054,"the southernmost part of lnner Mongolia, south of the Yellow River and north of the Great Wall",ordos,ordoso
1944,Quechua of Northern Bolivia,Bolivia (Plurinational State of),BOL,qul,Vulnerable,100000,-15.3649,-69.0518,"North of the department of La Paz, province of Apolo.",quechua bolivien du nord,quechua boliviano septentrional
96,Suba,"Kenya, United Republic of Tanzania","KEN, TZA","sxb, ssc",Vulnerable,100000,-0.9942,34.5190,Kenya and Tanzania,suba,suba
1861,Garífuna (Honduras),Honduras,HND,cab,Vulnerable,98000,15.6754,-88.1476,"Masca, Cortés department; Plaplaya, Gracias a Dios",garifuna (Honduras),garífuna (Honduras)
292,Embera (Colombia),Colombia,COL,"emp, cmi, cto, sja, bdc, tdc, crf",Vulnerable,95000,6.1624,-76.8383,"The Emberá occupy large parts of western, southern and northern Colombia (departments of Antioquia, Bolívar, Caldas, Caquetá, Cauca, Chocó, Córdoba, Nariño, Putumayo, Quindío, Risaralda, Valle del Cauca). Eastern Panamá (Pacific side and interior). Ecuador (Carchi province). The ethnic group tends to expand and occupy new territories.",embera (Colombie),embera  (Colombia)
1162,Kabui,India,IND,nkf,Vulnerable,95000,24.7218,93.6584,"Manipur, Senapati, Tamenglong and Imphal districts; Nagaland, around Dimapur; Assam.",kabui,kabui
760,Shughni,"Tajikistan, Afghanistan","TJK, AFG",sgh,Vulnerable,95000,37.4879,71.5374,"Shughnan district, Roshkala district and Khorog city, Gorno Badakhshan Autonomous Region of Tajikistan;
Shughnan district, Badakhshan Province of Afghanistan",shughni,chugní
397,Permyak,Russian Federation,RUS,koi,Definitely endangered,94328,59.2040,54.5361,the former Permyak Komi Autonomous District and the adjacent parts of Kirov (Vyatka) and Perm’ provinces,permiak,permiaco
1825,Poqomchi',Guatemala,GTM,pob,Vulnerable,92941,15.3757,-90.4288,"Purulhá, Santa Cruz Verapaz, San Cristobal Verapaz, Tactic, Tamahú, Tucurú",poqomchi',Poqomchí
1135,Yimchungru,India,IND,yim,Vulnerable,92000,25.9629,94.9713,"Nagaland, Tuensang Dt.",yimchungru,yimchungru
669,Nogay (Caucasus),Russian Federation,RUS,nog,Definitely endangered,90020,43.8028,46.2744,"parts of the Karachay-Cherkes Republic, Nogay, Tarumovka, Kizlyar and Babayurt counties in the Republic of Daghestan, Shelkovskaya County in the Republic of Chechenia, and Neftekumsk, Mineral’nyye Vody and Kochubeyevskoye counties in Stavropol’ Region",nogaï (Caucase),nogái (Cáucaso)
700,Heiban,Sudan,SDN,hbn,Vulnerable,90000,10.8575,30.2371,"Heiban, Abul (Obul), and nearby hills. In Heiban town on the Abri-Talodi road. Alternate names: Ebang, Abul.",heiban,heibán
